pmcid,pmid,doi,created,created_year
PMC3457137,22875966,10.1128/JVI.01093-12,2012-08-08,2012
PMC3493935,23019323,10.1074/jbc.M112.380121,2012-09-27,2012
PMC3962752,24688763,10.1556/EuJMI.2.2012.3.2,2012-09-10,2012
PMC3962751,24688762,10.1556/EuJMI.2.2012.3.1,2012-09-10,2012
PMC3493956,22948154,10.1074/jbc.M112.395228,2012-09-04,2012
PMC3476306,22948160,10.1074/jbc.M112.397075,2012-09-04,2012
PMC3461925,22996451,10.1172/JCI64413,2012-09-04,2012
PMC3421897,22664969,10.1128/AAC.00567-12,2012-06-04,2012
PMC3421890,22733076,10.1128/AAC.00957-12,2012-06-25,2012
PMC3416636,22706063,10.1128/AEM.00935-12,2012-06-15,2012
PMC3442616,23002380,NA,2012-09-01,2012
PMC6973992,23617986,10.1007/BF03404439,2012-07-18,2012
PMC3418778,NA,NA,2012-09-01,2012
PMC3662247,22889221,10.1111/j.1600-065X.2012.01146.x,2012-09-01,2012
PMC3418760,22710871,10.1128/IAI.00358-12,2012-06-18,2012
PMC3418731,22689821,10.1128/IAI.00406-12,2012-06-11,2012
PMC3447442,23312082,NA,2012-01-01,2012
PMC3421820,22740708,10.1128/JCM.01172-12,2012-06-27,2012
PMC3446633,NA,10.1128/JVI.01245-12,2012-09-01,2012
PMC3446610,22787218,10.1128/JVI.05224-11,2012-07-11,2012
PMC3446595,22923806,10.1128/JVI.01589-12,2012-09-01,2012
PMC3446591,22787216,10.1128/JVI.01001-12,2012-07-11,2012
PMC3446570,22740395,10.1128/JVI.00695-12,2012-06-27,2012
PMC3416159,22740404,10.1128/JVI.01230-12,2012-06-27,2012
PMC3416158,22740402,10.1128/JVI.07032-11,2012-06-27,2012
PMC3416150,22718819,10.1128/JVI.01053-12,2012-06-20,2012
PMC3416146,22718813,10.1128/JVI.01146-12,2012-06-20,2012
PMC3416141,22718824,10.1128/JVI.00244-12,2012-06-20,2012
PMC3416139,22696648,10.1128/JVI.00800-12,2012-06-13,2012
PMC3416138,22696652,10.1128/JVI.00233-12,2012-06-13,2012
PMC3416124,22879620,10.1128/JVI.01455-12,2012-09-01,2012
PMC3416123,22718818,10.1128/JVI.00506-12,2012-06-20,2012
PMC3416110,22718831,10.1128/JVI.00722-12,2012-06-20,2012
PMC3416104,22879617,10.1128/JVI.01457-12,2012-09-01,2012
PMC3481283,22932899,10.1074/jbc.M112.398842,2012-08-29,2012
PMC3760201,22894823,10.1017/S0031182012000923,2012-08-16,2012
PMC3496034,22869555,10.1158/1535-7163.MCT-12-0278,2012-08-06,2012
PMC3421622,22615273,10.1128/AAC.00376-12,2012-05-21,2012
PMC3406129,22685135,10.1128/AEM.00465-12,2012-06-08,2012
PMC3417789,NA,10.2471/BLT.12.010812,2012-08-01,2012
PMC3415368,23043779,NA,2012-08-01,2012
PMC3416539,22636772,10.1128/JB.00108-12,2012-05-25,2012
PMC3408735,22850883,10.1172/JCI60331,2012-08-01,2012
PMC3426745,22934140,10.3978/j.issn.2072-1439.2012.08.02,2012-08-01,2012
PMC3421762,22647692,10.1128/JVI.00807-12,2012-05-30,2012
PMC3421730,22623799,10.1128/JVI.00612-12,2012-05-23,2012
PMC3421728,22843855,10.1128/JVI.01241-12,2012-08-01,2012
PMC3421701,22674975,10.1128/JVI.00100-12,2012-06-06,2012
PMC3421651,22623774,10.1128/JVI.00723-12,2012-05-23,2012
PMC3421645,22593156,10.1128/JVI.00460-12,2012-05-16,2012
PMC3731008,23908924,10.5365/WPSAR.2012.3.2.012,2012-07-31,2012
PMC3408742,22797302,10.1172/JCI62860,2012-07-17,2012
PMC3436272,22791717,10.1074/jbc.M112.370312,2012-07-12,2012
PMC6065601,30155432,10.2147/VMRR.S32498,2012-07-12,2012
PMC3393429,22508300,10.1128/AAC.06050-12,2012-04-16,2012
PMC3377458,23277642,NA,2012-07-01,2012
PMC3393371,22518008,10.1128/CVI.05716-12,2012-04-18,2012
PMC3393364,22573737,10.1128/CVI.00081-12,2012-05-09,2012
PMC3393363,22623651,10.1128/CVI.00031-12,2012-05-23,2012
PMC4373447,21740354,10.2174/138920112800958850,2012-07-01,2012
PMC3380087,22659546,10.1097/EDE.0b013e3182572581,2012-07-01,2012
PMC3405573,22518855,10.1128/JCM.06186-11,2012-04-18,2012
PMC3416316,22514351,10.1128/JVI.00371-12,2012-04-18,2012
PMC3416315,22532677,10.1128/JVI.00864-12,2012-04-24,2012
PMC3416314,22532685,10.1128/JVI.06929-11,2012-04-24,2012
PMC3416300,22573863,10.1128/JVI.00118-12,2012-05-09,2012
PMC3416289,22553325,10.1128/JVI.00269-12,2012-05-02,2012
PMC3416278,22573868,10.1128/JVI.00177-12,2012-05-09,2012
PMC3375353,22411051,10.1097/INF.0b013e3182539d92,2012-07-01,2012
PMC6065594,30155431,10.2147/VMRR.S25021,2012-06-26,2012
PMC5448584,22707732,10.1164/rccm.201203-0540UP,2012-06-01,2012
PMC3411038,22700960,10.1074/jbc.R112.346098,2012-06-14,2012
PMC3411035,22700978,10.1074/jbc.R112.390344,2012-06-14,2012
PMC3411002,22679024,10.1074/jbc.M112.381079,2012-06-07,2012
PMC3380290,22312020,10.1165/rcmb.2011-0230OC,2012-02-03,2012
PMC3370534,22504816,10.1128/AEM.00217-12,2012-04-13,2012
PMC3346415,22447593,10.1128/AEM.07972-11,2012-03-23,2012
PMC3346393,22447610,10.1128/AEM.06600-11,2012-03-23,2012
PMC3403670,23730313,10.1155/2012/134961,2012-01-01,2012
PMC3372113,22442311,10.1128/JCM.06523-11,2012-03-21,2012
PMC3652225,22525233,10.231/JIM.0b013e318250871d,2012-06-01,2012
PMC3393577,22491466,10.1128/JVI.00023-12,2012-04-04,2012
PMC3393566,22491467,10.1128/JVI.00341-12,2012-04-04,2012
PMC3393563,22628395,10.1128/JVI.00711-12,2012-06-01,2012
PMC3393548,22514338,10.1128/JVI.07037-11,2012-04-18,2012
PMC3393544,22496215,10.1128/JVI.07147-11,2012-04-11,2012
PMC3393539,22496212,10.1128/JVI.06930-11,2012-04-11,2012
PMC3393535,22496216,10.1128/JVI.00094-12,2012-04-11,2012
PMC3372212,22491448,10.1128/JVI.00365-12,2012-04-04,2012
PMC3372193,22438554,10.1128/JVI.00189-12,2012-03-21,2012
PMC3372185,NA,10.1128/JVI.00875-12,2012-06-01,2012
PMC3372174,22438550,10.1128/JVI.00311-12,2012-03-21,2012
PMC3372256,22688816,10.1128/MMBR.05021-11,2012-06-01,2012
PMC3372249,22688811,10.1128/MMBR.05023-11,2012-06-01,2012
PMC3395282,22848325,10.4066/AMJ.2012.1225,2012-05-31,2012
PMC3434773,22647870,10.1074/mcp.M111.015529,2012-05-30,2012
PMC3370919,22684079,10.1107/S1744309112018623,2012-05-24,2012
PMC3397895,22621926,10.1074/jbc.M111.332791,2012-05-23,2012
PMC3359899,22205632,10.1165/rcmb.2011-0289OC,2011-12-28,2011
PMC3391140,22549775,10.1074/jbc.M112.359323,2012-05-01,2012
PMC3347125,22357504,10.1128/JCM.06796-11,2012-02-22,2012
PMC3347096,22357496,10.1128/JCM.06647-11,2012-02-22,2012
PMC3440056,22768883,10.1177/193229681200600307,2012-05-01,2012
PMC3347385,22345451,10.1128/JVI.06754-11,2012-02-15,2012
PMC3347366,22357281,10.1128/JVI.06759-11,2012-02-22,2012
PMC3347359,22345438,10.1128/JVI.06649-11,2012-02-15,2012
PMC3347339,22345450,10.1128/JVI.06701-11,2012-02-15,2012
PMC3347313,22438538,10.1128/JVI.06581-11,2012-03-21,2012
PMC3347304,22438539,10.1128/JVI.00163-12,2012-03-21,2012
PMC3347302,22532530,10.1128/JVI.00557-12,2012-05-01,2012
PMC3347300,22438548,10.1128/JVI.06716-11,2012-03-21,2012
PMC3347293,22379103,10.1128/JVI.00201-12,2012-02-29,2012
PMC3347282,22398294,10.1128/JVI.06927-11,2012-03-07,2012
PMC3347275,22438542,10.1128/JVI.07207-11,2012-03-21,2012
PMC3314070,22547857,10.1177/003335491212700306,2012-05-01,2012
PMC3381124,22544735,10.1074/jbc.M111.320481,2012-04-27,2012
PMC3365998,22511783,10.1074/jbc.M112.362095,2012-04-17,2012
PMC3370210,22511760,10.1074/jbc.M112.354126,2012-04-16,2012
PMC3746661,23983359,10.4314/ajtcam.v9i3.1,2012-04-02,2012
PMC3314451,22466659,10.1172/JCI58648,2012-04-02,2012
PMC3314450,22466658,10.1172/JCI58644,2012-04-02,2012
PMC3324879,22511816,10.2471/BLT.12.104653,2012-04-01,2012
PMC3324872,22511829,10.2471/BLT.11.097972,2012-04-01,2012
PMC3346302,22491775,10.1128/CMR.05016-11,2012-04-01,2012
PMC3346300,22491771,10.1128/CMR.05012-11,2012-04-01,2012
PMC3318278,22301694,10.1128/CVI.05490-11,2012-02-01,2012
PMC3318246,22546915,NA,2012-04-01,2012
PMC3385202,22754248,10.4103/0974-777X.96778,2012-04-01,2012
PMC3318669,22318146,10.1128/JVI.06996-11,2012-02-08,2012
PMC3318655,NA,10.1128/JVI.00474-12,2012-04-01,2012
PMC3318640,22345457,10.1128/JVI.06265-11,2012-02-15,2012
PMC3318636,22301153,10.1128/JVI.07012-11,2012-02-01,2012
PMC3318632,22345460,10.1128/JVI.06791-11,2012-02-15,2012
PMC3318631,22318142,10.1128/JVI.06635-11,2012-02-08,2012
PMC3318625,22345464,10.1128/JVI.06671-11,2012-02-15,2012
PMC3318619,22318134,10.1128/JVI.06624-11,2012-02-08,2012
PMC3318609,22301155,10.1128/JVI.06683-11,2012-02-01,2012
PMC3318608,22345456,10.1128/JVI.06291-11,2012-02-15,2012
PMC3318607,22345454,10.1128/JVI.05991-11,2012-02-15,2012
PMC3302539,22301138,10.1128/JVI.06713-11,2012-02-01,2012
PMC3302522,22258262,10.1128/JVI.06836-11,2012-01-18,2012
PMC3302520,22258253,10.1128/JVI.06466-11,2012-01-18,2012
PMC3302512,22278244,10.1128/JVI.06397-11,2012-01-25,2012
PMC3302502,22258263,10.1128/JVI.06549-11,2012-01-18,2012
PMC3302495,22278237,10.1128/JVI.06540-11,2012-01-25,2012
PMC3323940,22467366,10.1631/jzus.B1100289,2012-04-01,2012
PMC3305843,22173136,10.1097/INF.0b013e318241afe4,2012-04-01,2012
PMC3305842,22173144,10.1097/INF.0b013e318242534a,2012-04-01,2012
PMC3313527,22461751,NA,2012-03-29,2012
PMC3729068,23908899,10.5365/WPSAR.2012.3.1.003,2012-01-01,2012
PMC3933991,24611122,10.1556/EuJMI.2.2012.1.9,2012-03-17,2012
PMC3340274,22396546,10.1074/jbc.M111.328070,2012-03-06,2012
PMC3733467,22386037,10.1016/S0140-6736(11)61878-3,2012-03-01,2012
PMC3294485,22194291,10.1128/AEM.06610-11,2011-12-22,2011
PMC3304463,22348907,10.3920/BM2011.0041,2012-03-01,2012
PMC3294661,22158743,10.1128/IAI.06016-11,2011-12-12,2011
PMC3295184,22189118,10.1128/JCM.05018-11,2011-12-21,2011
PMC3295181,22205807,10.1128/JCM.06579-11,2012-01-11,2012
PMC3295167,22205820,10.1128/JCM.05631-11,2012-01-11,2012
PMC3295136,22170925,10.1128/JCM.00200-11,2011-12-14,2011
PMC3295134,22205810,10.1128/JCM.06551-11,2012-01-11,2012
PMC3295103,22170920,10.1128/JCM.05408-11,2011-12-14,2011
PMC3302349,22354946,10.1128/JVI.07150-11,2012-03-01,2012
PMC3302346,22238319,10.1128/JVI.06615-11,2012-01-11,2012
PMC3302345,22238297,10.1128/JVI.06665-11,2012-01-11,2012
PMC3302335,22238298,10.1128/JVI.06857-11,2012-01-11,2012
PMC3302316,22238295,10.1128/JVI.06434-11,2012-01-11,2012
PMC3302314,22258243,10.1128/JVI.05738-11,2012-01-18,2012
PMC3302305,22238315,10.1128/JVI.06699-11,2012-01-11,2012
PMC3302302,22238299,10.1128/JVI.05826-11,2012-01-11,2012
PMC3302294,22238307,10.1128/JVI.06346-11,2012-01-11,2012
PMC3302280,22190716,10.1128/JVI.06677-11,2011-12-21,2011
PMC3302275,22171272,10.1128/JVI.06947-11,2011-12-14,2011
PMC3302274,22205748,10.1128/JVI.06380-11,2011-12-28,2011
PMC3302267,22205729,10.1128/JVI.05481-11,2011-12-28,2011
PMC3302259,22205741,10.1128/JVI.06797-11,2011-12-28,2011
PMC3302248,22205743,10.1128/JVI.06882-11,2011-12-28,2011
PMC3294426,22390970,10.1128/MMBR.05015-11,2012-03-01,2012
PMC3295193,22215619,10.1128/MCB.06665-11,2012-01-03,2012
PMC3288315,22094637,10.1097/INF.0b013e31823e07fe,2012-03-01,2012
PMC3383169,22745623,NA,2012-01-01,2012
PMC3394946,22371486,10.1074/mcp.M111.014738,2012-02-27,2012
PMC3320938,22343630,10.1074/jbc.M111.308064,2012-02-16,2012
PMC3258831,22851779,NA,2012-02-01,2012
PMC3090703,21242813,10.1097/FJC.0b013e31820c6254,2012-02-01,2012
PMC3264185,22116144,10.1128/JCM.05996-11,2011-11-23,2011
PMC3264172,22116142,10.1128/JCM.05999-11,2011-11-23,2011
PMC3256547,22295161,10.3978/j.issn.2072-1439.2011.09.06,2012-02-01,2012
PMC3302421,22156526,10.1128/JVI.05047-11,2011-12-07,2011
PMC3302412,22156524,10.1128/JVI.06451-11,2011-12-07,2011
PMC3302399,22156529,10.1128/JVI.06223-11,2011-12-07,2011
PMC3302397,22156530,10.1128/JVI.06190-11,2011-12-07,2011
PMC3302389,22171279,10.1128/JVI.06035-11,2011-12-14,2011
PMC3302380,22171261,10.1128/JVI.06166-11,2011-12-14,2011
PMC3302375,22171250,10.1128/JVI.06373-11,2011-12-14,2011
PMC3264376,22090124,10.1128/JVI.06096-11,2011-11-16,2011
PMC3264331,22130533,10.1128/JVI.06480-11,2011-11-30,2011
PMC3274743,22302429,10.1631/jzus.B1100052,2012-02-01,2012
PMC3308800,22291007,10.1074/jbc.M111.325803,2012-01-30,2012
PMC3318727,22253445,10.1074/jbc.M111.312561,2012-01-17,2012
PMC3293523,22241479,10.1074/jbc.M111.287763,2012-01-12,2012
PMC3293538,22223653,10.1074/jbc.M111.296608,2012-01-05,2012
PMC3307280,22219187,10.1074/jbc.M111.301622,2012-01-04,2012
PMC3790149,22989767,10.1016/B978-0-12-394395-8.00004-9,2012-01-01,2012
PMC3837394,22607757,10.1016/B978-0-12-398312-1.00008-1,2012-01-01,2012
PMC3262658,21852684,10.1165/rcmb.2011-0139OC,2012-01-01,2012
PMC3255646,22057865,10.1128/AEM.05280-11,2011-11-04,2011
PMC3666872,23730536,NA,2012-01-01,2012
PMC3586283,22168423,10.1111/j.1600-065X.2011.01076.x,2012-01-01,2012
PMC3565417,23576924,NA,2012-01-01,2012
PMC3276970,22330872,NA,2012-01-01,2012
PMC3256730,22090400,10.1128/JCM.05841-11,2011-11-16,2011
PMC3592505,23493054,NA,2012-01-01,2012
PMC3943010,24716114,10.1016/s2225-4110(16)30070-0,2012-01-01,2012
PMC3255921,22072780,10.1128/JVI.05937-11,2011-11-09,2011
PMC3255916,22031949,10.1128/JVI.05195-11,2011-10-26,2011
PMC3255912,22013052,10.1128/JVI.06062-11,2011-10-19,2011
PMC3255896,22031933,10.1128/JVI.05708-11,2011-10-26,2011
PMC3255865,22031936,10.1128/JVI.06253-11,2011-10-26,2011
PMC3255857,22072768,10.1128/JVI.06210-11,2011-11-09,2011
PMC3255853,22090122,10.1128/JVI.06428-11,2011-11-16,2011
PMC3255852,22072773,10.1128/JVI.05263-11,2011-11-09,2011
PMC3255850,22072787,10.1128/JVI.05957-11,2011-11-09,2011
PMC3255841,22072772,10.1128/JVI.06429-11,2011-11-09,2011
PMC3255832,22072765,10.1128/JVI.06348-11,2011-11-09,2011
PMC3255829,22090102,10.1128/JVI.05684-11,2011-11-16,2011
PMC3255828,22072764,10.1128/JVI.05810-11,2011-11-09,2011
PMC3255818,22072774,10.1128/JVI.06277-11,2011-11-09,2011
PMC3255802,22072786,10.1128/JVI.06227-11,2011-11-09,2011
PMC4862593,22713331,10.1016/B978-0-12-396546-2.00019-X,2012-01-01,2012
PMC4407658,22713318,10.1016/B978-0-12-396546-2.00006-1,2012-01-01,2012
PMC3244569,21817949,10.1097/INF.0b013e31822db772,2012-01-01,2012
PMC3329200,22548021,NA,2012-01-01,2012
PMC3597122,23504591,NA,2011-12-01,2011
PMC3281634,22194594,10.1074/jbc.M111.284695,2011-12-22,2011
PMC3281651,22147701,10.1074/jbc.R111.285742,2011-12-06,2011
PMC3232778,21930873,10.1128/AAC.00725-11,2011-09-19,2011
PMC3260892,22271940,10.2471/BLT.11.031211,2011-12-01,2011
PMC3237503,22170184,NA,2011-12-01,2011
PMC3232700,22030367,10.1128/CVI.05206-11,2011-10-26,2011
PMC3232999,21998418,10.1128/JCM.05010-11,2011-10-12,2011
PMC3244307,23205190,10.4300/JGME-03-04-15,2011-12-01,2011
PMC3256530,22263103,10.3978/j.issn.2072-1439.2011.10.01,2011-12-01,2011
PMC3256529,22263101,10.3978/j.issn.2072-1439.2011.08.05,2011-12-01,2011
PMC3233183,21994447,10.1128/JVI.06068-11,2011-10-12,2011
PMC3233180,21994442,10.1128/JVI.05300-11,2011-10-12,2011
PMC3233177,21994460,10.1128/JVI.05840-11,2011-10-12,2011
PMC3233169,21994449,10.1128/JVI.05294-11,2011-10-12,2011
PMC3233143,21976648,10.1128/JVI.05177-11,2011-10-05,2011
PMC3233139,21976647,10.1128/JVI.05633-11,2011-10-05,2011
PMC3209409,21957303,10.1128/JVI.05888-11,2011-09-28,2011
PMC3209392,21957311,10.1128/JVI.05576-11,2011-09-28,2011
PMC3209385,21937647,10.1128/JVI.05620-11,2011-09-21,2011
PMC3209376,NA,10.1128/JVI.06490-11,2011-12-01,2011
PMC3209365,21957308,10.1128/JVI.05838-11,2011-09-28,2011
PMC3209347,21937658,10.1128/JVI.06048-11,2011-09-21,2011
PMC3293404,22130640,10.1177/1073858411386615,2011-12-01,2011
PMC3249131,22105072,10.1074/jbc.M111.270579,2011-11-21,2011
PMC3226069,22105176,10.1172/JCI61367,2011-11-21,2011
PMC3226008,22105170,10.1172/JCI59777,2011-11-21,2011
PMC3648973,23678429,10.5681/bi.2011.029,2011-11-09,2011
PMC3208645,21816938,10.1164/rccm.201103-0585OC,2011-11-01,2011
PMC3194994,21896910,10.1128/AAC.00633-11,2011-09-06,2011
PMC3209033,21900532,10.1128/CVI.05357-11,2011-09-07,2011
PMC3209024,21900535,10.1128/CVI.05113-11,2011-09-07,2011
PMC3209023,21880850,10.1128/CVI.05225-11,2011-08-31,2011
PMC3209022,21900533,10.1128/CVI.05262-11,2011-09-07,2011
PMC3209017,21940406,10.1128/CVI.05204-11,2011-09-21,2011
PMC3209016,21900526,10.1128/CVI.05277-11,2011-09-07,2011
PMC3215990,22162605,NA,2011-11-01,2011
PMC3287948,23115569,NA,2011-11-01,2011
PMC3422077,22017437,10.1111/j.1600-065X.2011.01062.x,2011-11-01,2011
PMC3228924,22330780,NA,2011-11-01,2011
PMC3209315,21880760,10.1128/JVI.05342-11,2011-08-31,2011
PMC3209310,21900165,10.1128/JVI.05239-11,2011-09-07,2011
PMC3209302,21900156,10.1128/JVI.05286-11,2011-09-07,2011
PMC3209295,22021251,10.1128/JVI.05944-11,2011-11-01,2011
PMC3209290,21900169,10.1128/JVI.05477-11,2011-09-07,2011
PMC3209276,21775458,10.1128/JVI.05410-11,2011-07-20,2011
PMC3209269,21900163,10.1128/JVI.05217-11,2011-09-07,2011
PMC3209268,21900158,10.1128/JVI.05040-11,2011-09-07,2011
PMC3194990,21880764,10.1128/JVI.05312-11,2011-08-31,2011
PMC3194975,21835786,10.1128/JVI.05098-11,2011-08-10,2011
PMC3194964,21865394,10.1128/JVI.00654-11,2011-08-24,2011
PMC3194953,21880767,10.1128/JVI.00720-11,2011-08-31,2011
PMC3194943,21849456,10.1128/JVI.05512-11,2011-08-17,2011
PMC3194942,21980030,10.1128/JVI.06024-11,2011-11-01,2011
PMC3194935,21880773,10.1128/JVI.05398-11,2011-08-31,2011
PMC4561174,22067920,10.1097/PCC.0b013e318234a6b9,2011-11-01,2011
PMC3185323,22043103,10.1177/003335491112600613,2011-11-01,2011
PMC3295078,22396889,NA,2011-10-28,2011
PMC3509938,23205319,10.4172/2157-2526.s1-007,2011-10-01,2011
PMC5999939,22008114,10.3779/j.issn.1009-3419.2011.10.10,2011-10-01,2011
PMC3204839,22005305,10.1172/JCI57728,2011-10-17,2011
PMC3234914,21994935,10.1074/jbc.M111.254243,2011-10-12,2011
PMC3260571,22271960,10.2471/BLT.11.090209,2011-10-04,2011
PMC3186971,21825302,10.1128/AAC.00650-11,2011-08-08,2011
PMC3187074,21821742,10.1128/AEM.05709-11,2011-08-05,2011
PMC3174514,22467972,NA,2011-10-01,2011
PMC3244969,21561419,10.2174/138945011798109455,2011-10-01,2011
PMC3187327,21865418,10.1128/JCM.01131-11,2011-08-24,2011
PMC3187324,21865426,10.1128/JCM.00686-11,2011-08-24,2011
PMC3187312,21832018,10.1128/JCM.01187-11,2011-08-10,2011
PMC3187305,21813714,10.1128/JCM.00273-11,2011-08-03,2011
PMC3187293,21865423,10.1128/JCM.00930-11,2011-08-24,2011
PMC3942999,24716104,10.1016/s2225-4110(16)30055-4,2011-10-01,2011
PMC3196461,21795354,10.1128/JVI.05164-11,2011-07-27,2011
PMC3196421,21775464,10.1128/JVI.00761-11,2011-07-20,2011
PMC3196420,21795333,10.1128/JVI.05035-11,2011-07-27,2011
PMC3196414,21795339,10.1128/JVI.00787-11,2011-07-27,2011
PMC3196400,21752905,10.1128/JVI.05075-11,2011-07-13,2011
PMC3187517,21835789,10.1128/JVI.05331-11,2011-08-10,2011
PMC3187516,21849459,10.1128/JVI.00558-11,2011-08-17,2011
PMC3187513,21849467,10.1128/JVI.05050-11,2011-08-17,2011
PMC3187504,21775467,10.1128/JVI.00671-11,2011-07-20,2011
PMC3187484,21813600,10.1128/JVI.05039-11,2011-08-03,2011
PMC3187475,21835784,10.1128/JVI.05062-11,2011-08-10,2011
PMC3187474,21849453,10.1128/JVI.05110-11,2011-08-17,2011
PMC3486421,23125946,10.4172/2157-2526.S1-002,2011-09-01,2011
PMC3234778,21918226,10.1074/jbc.M111.242206,2011-09-14,2011
PMC3237069,21911578,10.1074/mcp.M110.007443,2011-09-12,2011
PMC3165295,21768520,10.1128/AAC.00267-11,2011-07-18,2011
PMC3187123,21784918,10.1128/AEM.05153-11,2011-07-22,2011
PMC3170087,21884168,10.1111/j.1600-065X.2011.01049.x,2011-09-01,2011
PMC3189674,22330717,NA,2011-09-01,2011
PMC3189666,22330709,NA,2011-09-01,2011
PMC3185862,NA,10.1128/JCM.00789-11,2011-09-01,2011
PMC3165590,21878584,10.1128/JCM.00875-11,2011-09-01,2011
PMC3165583,21775539,10.1128/JCM.02231-10,2011-07-20,2011
PMC3165569,21734031,10.1128/JCM.00557-11,2011-07-06,2011
PMC4426979,21760531,10.1097/CJI.0b013e318226bd45,2011-09-01,2011
PMC3165852,21697477,10.1128/JVI.02600-10,2011-06-22,2011
PMC3165842,21715499,10.1128/JVI.00619-11,2011-06-29,2011
PMC3165819,21715479,10.1128/JVI.00869-11,2011-06-29,2011
PMC3165810,21680512,10.1128/JVI.00652-11,2011-06-15,2011
PMC3165808,21697468,10.1128/JVI.05112-11,2011-06-22,2011
PMC3165806,21715502,10.1128/JVI.05092-11,2011-06-29,2011
PMC3165801,21697488,10.1128/JVI.00666-11,2011-06-22,2011
PMC3165797,21715476,10.1128/JVI.00556-11,2011-06-29,2011
PMC3165794,21697464,10.1128/JVI.02364-10,2011-06-22,2011
PMC3165742,21752918,10.1128/JVI.00772-11,2011-07-13,2011
PMC3165544,21885681,10.1128/MMBR.00007-11,2011-09-01,2011
PMC3165542,21885683,10.1128/MMBR.00009-11,2011-09-01,2011
PMC3199473,21878646,10.1074/jbc.M111.259085,2011-08-30,2011
PMC3205856,21817167,10.1074/mcp.M110.006304,2011-08-04,2011
PMC3135029,22294792,NA,2011-08-01,2011
PMC4009923,21453277,10.2174/156652311796150372,2011-08-01,2011
PMC3210111,21666460,10.1097/QCO.0b013e3283480440,2011-08-01,2011
PMC3147998,21632751,10.1128/JVI.00339-11,2011-06-01,2011
PMC3147994,21680501,10.1128/JVI.00735-11,2011-06-15,2011
PMC3147980,21680524,10.1128/JVI.00453-11,2011-06-15,2011
PMC3147977,21632762,10.1128/JVI.00519-11,2011-06-01,2011
PMC3147956,21680514,10.1128/JVI.01878-10,2011-06-15,2011
PMC3147930,21613393,10.1128/JVI.00630-11,2011-05-25,2011
PMC3147927,21613395,10.1128/JVI.00464-11,2011-05-25,2011
PMC3147911,21593180,10.1128/JVI.01576-10,2011-05-18,2011
PMC3147900,21593160,10.1128/JVI.00473-11,2011-05-18,2011
PMC3147611,21646427,10.1128/MCB.05402-11,2011-06-06,2011
PMC3412127,21793746,10.1056/NEJMra1003071,2011-07-01,2011
PMC4920747,27365800,10.1016/S0377-1237(11)60034-8,2011-04-01,2011
PMC3170999,21750218,10.1158/1535-7163.MCT-11-0281,2011-07-12,2011
PMC6993921,21735402,10.1002/14651858.CD006207.pub4,2011-07-06,2011
PMC3477716,23133793,NA,2011-07-03,2011
PMC3147386,21622778,10.1128/AEM.00625-11,2011-05-27,2011
PMC3127282,21734756,10.2471/BLT.11.091389,2011-07-01,2011
PMC3127276,21734771,10.2471/BLT.11.088815,2011-07-01,2011
PMC3135443,21753101,NA,2011-07-01,2011
PMC3122966,22210993,NA,2011-07-01,2011
PMC3122965,22210995,NA,2011-07-01,2011
PMC3119246,22210946,NA,2011-07-01,2011
PMC3147333,21593235,10.1128/CVI.00034-11,2011-05-18,2011
PMC3147322,21632890,10.1128/CVI.00050-11,2011-06-01,2011
PMC3181506,21966556,10.4161/cib.4.4.16716,2011-07-01,2011
PMC3119863,21682739,10.1111/j.1600-065X.2011.01031.x,2011-07-01,2011
PMC3147849,21508156,10.1128/JCM.02582-10,2011-04-20,2011
PMC3147833,21562109,10.1128/JCM.00187-11,2011-05-11,2011
PMC3147828,21593260,10.1128/JCM.02636-10,2011-05-18,2011
PMC3147826,21543571,10.1128/JCM.02094-10,2011-05-04,2011
PMC3126611,21561912,10.1128/JVI.00255-11,2011-05-11,2011
PMC3126587,21543474,10.1128/JVI.00502-11,2011-05-04,2011
PMC3126582,21543481,10.1128/JVI.00547-11,2011-05-04,2011
PMC3126565,21561910,10.1128/JVI.00350-11,2011-05-11,2011
PMC3126551,21593179,10.1128/JVI.00510-11,2011-05-18,2011
PMC3126548,21543493,10.1128/JVI.00051-11,2011-05-04,2011
PMC3126536,21525341,10.1128/JVI.02577-10,2011-04-27,2011
PMC3126522,21507985,10.1128/JVI.00202-11,2011-04-20,2011
PMC3126520,21507972,10.1128/JVI.00078-11,2011-04-20,2011
PMC3126516,21525347,10.1128/JVI.00200-11,2011-04-27,2011
PMC3126504,NA,10.1128/JVI.05082-11,2011-07-01,2011
PMC3126490,21543502,10.1128/JVI.01500-10,2011-05-04,2011
PMC3180084,20505349,10.4161/mabs.2.4.12187,2010-07-01,2010
PMC3216235,22135594,NA,2011-07-01,2011
PMC3144797,21795795,10.1107/S1744309111017829,2011-06-30,2011
PMC3983705,24729828,NA,2011-06-01,2011
PMC3131629,21515734,10.1128/AEM.02990-10,2011-04-22,2011
PMC3102310,21612363,10.1089/bsp.2011.0007,2011-06-01,2011
PMC3469323,23066381,10.2174/157339811795589423,2011-06-01,2011
PMC3253017,21488828,10.2174/187152611795768097,2011-06-01,2011
PMC3133126,21478364,10.1128/JB.00115-11,2011-04-08,2011
PMC3122752,21490188,10.1128/JCM.02605-10,2011-04-13,2011
PMC3122721,21471348,10.1128/JCM.02270-10,2011-04-06,2011
PMC3122718,21508158,10.1128/JCM.00327-11,2011-04-20,2011
